sensor_id,lokasi,tipe_sensor,timestamp,suhu,kelembapan,amonia,status_pintu,tekanan,pm25
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:46:23.749184+00:00,,,,,65.29,12.16
TEMP-A1,Cold Room A,suhu,2026-05-07T08:46:27.773359+00:00,-20.6,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:46:27.775142+00:00,-18.57,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:46:27.776643+00:00,,88.36,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:46:27.777661+00:00,,89.25,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:46:27.781847+00:00,,,38.8,,,232.8
NH3-B1,Cold Room B,amonia,2026-05-07T08:46:27.783842+00:00,,,49.23,,,295.38
DOOR-A1,Cold Room A,pintu,2026-05-07T08:46:27.786015+00:00,,,,0,,16.46
DOOR-B1,Cold Room B,pintu,2026-05-07T08:46:27.790517+00:00,,,,0,,19.46
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:46:27.791763+00:00,,,,,12.57,166.52
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:46:27.793728+00:00,,,,,76.81,11.09
TEMP-A1,Cold Room A,suhu,2026-05-07T08:46:33.750313+00:00,-19.11,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:46:33.750758+00:00,-18.77,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:46:33.751198+00:00,,93.04,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:46:33.751435+00:00,,89.09,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:46:33.751775+00:00,,,30.14,,,180.84
NH3-B1,Cold Room B,amonia,2026-05-07T08:46:33.752137+00:00,,,4.31,,,6.46
DOOR-A1,Cold Room A,pintu,2026-05-07T08:46:33.752407+00:00,,,,0,,16.08
DOOR-B1,Cold Room B,pintu,2026-05-07T08:46:33.752795+00:00,,,,0,,11.86
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:46:33.753144+00:00,,,,,72.11,11.11
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:46:33.753393+00:00,,,,,73.95,11.52
TEMP-A1,Cold Room A,suhu,2026-05-07T08:46:37.798680+00:00,-18.51,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:46:37.799410+00:00,-20.5,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:46:37.799993+00:00,,91.92,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:46:37.800424+00:00,,94.99,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:46:37.800878+00:00,,,5.99,,,8.98
NH3-B1,Cold Room B,amonia,2026-05-07T08:46:37.801731+00:00,,,3.66,,,5.49
DOOR-A1,Cold Room A,pintu,2026-05-07T08:46:37.802686+00:00,,,,0,,8.69
DOOR-B1,Cold Room B,pintu,2026-05-07T08:46:37.803093+00:00,,,,0,,10.61
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:46:37.803379+00:00,,,,,65.08,10.94
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:46:37.803959+00:00,,,,,64.9,29.29
TEMP-A1,Cold Room A,suhu,2026-05-07T08:46:43.755210+00:00,-18.18,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:46:43.755448+00:00,-19.3,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:46:43.755702+00:00,,85.75,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:46:43.755878+00:00,,93.46,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:46:43.756009+00:00,,,6.33,,,9.5
NH3-B1,Cold Room B,amonia,2026-05-07T08:46:43.756321+00:00,,,5.37,,,8.05
DOOR-A1,Cold Room A,pintu,2026-05-07T08:46:43.756491+00:00,,,,0,,16.26
DOOR-B1,Cold Room B,pintu,2026-05-07T08:46:43.756622+00:00,,,,0,,16.63
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:46:43.756749+00:00,,,,,54.01,27.24
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:46:43.756875+00:00,,,,,54.74,27.49
TEMP-A1,Cold Room A,suhu,2026-05-07T08:46:47.805872+00:00,-20.34,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:46:47.806202+00:00,-19.87,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:46:47.806518+00:00,,89.31,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:46:47.806744+00:00,,93.1,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:46:47.806976+00:00,,,1.85,,,2.78
NH3-B1,Cold Room B,amonia,2026-05-07T08:46:47.807145+00:00,,,5.88,,,8.82
DOOR-A1,Cold Room A,pintu,2026-05-07T08:46:47.807350+00:00,,,,0,,12.61
DOOR-B1,Cold Room B,pintu,2026-05-07T08:46:47.807571+00:00,,,,0,,9.81
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:46:47.808023+00:00,,,,,78.31,15.98
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:46:47.814220+00:00,,,,,51.24,23.56
TEMP-A1,Cold Room A,suhu,2026-05-07T08:46:53.757650+00:00,-18.38,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:46:53.758083+00:00,-20.01,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:46:53.758448+00:00,,89.95,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:46:53.758744+00:00,,85.37,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:46:53.759135+00:00,,,7.51,,,11.27
NH3-B1,Cold Room B,amonia,2026-05-07T08:46:53.759656+00:00,,,6.55,,,9.82
DOOR-A1,Cold Room A,pintu,2026-05-07T08:46:53.760095+00:00,,,,0,,12.35
DOOR-B1,Cold Room B,pintu,2026-05-07T08:46:53.760412+00:00,,,,0,,19.49
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:46:53.760900+00:00,,,,,77.49,22.45
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:46:53.761203+00:00,,,,,63.15,19.48
TEMP-A1,Cold Room A,suhu,2026-05-07T08:46:57.820634+00:00,-18.98,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:46:57.823698+00:00,-18.23,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:46:57.824578+00:00,,90.94,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:46:57.826212+00:00,,94.27,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:46:57.828092+00:00,,,8.4,,,12.6
NH3-B1,Cold Room B,amonia,2026-05-07T08:46:57.834914+00:00,,,4.19,,,6.29
DOOR-A1,Cold Room A,pintu,2026-05-07T08:46:57.845438+00:00,,,,0,,14.44
DOOR-B1,Cold Room B,pintu,2026-05-07T08:46:57.847281+00:00,,,,0,,19.76
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:46:57.848192+00:00,,,,,60.25,13.34
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:46:57.849042+00:00,,,,,67.36,23.08
TEMP-A1,Cold Room A,suhu,2026-05-07T08:47:03.762206+00:00,-21.66,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:47:03.762597+00:00,-21.61,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:47:03.762895+00:00,,92.91,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:47:03.763234+00:00,,85.58,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:47:03.763601+00:00,,,0.95,,,1.42
NH3-B1,Cold Room B,amonia,2026-05-07T08:47:03.764067+00:00,,,8.62,,,12.93
DOOR-A1,Cold Room A,pintu,2026-05-07T08:47:03.764976+00:00,,,,0,,13.06
DOOR-B1,Cold Room B,pintu,2026-05-07T08:47:03.765338+00:00,,,,0,,19.67
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:47:03.765876+00:00,,,,,65.41,25.85
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:47:03.766370+00:00,,,,,78.31,22.69
TEMP-A1,Cold Room A,suhu,2026-05-07T08:47:07.855914+00:00,-20.86,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:47:07.857350+00:00,-21.02,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:47:07.858324+00:00,,86.17,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:47:07.858939+00:00,,86.37,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:47:07.863784+00:00,,,2.18,,,3.27
NH3-B1,Cold Room B,amonia,2026-05-07T08:47:07.865059+00:00,,,8.92,,,13.38
DOOR-A1,Cold Room A,pintu,2026-05-07T08:47:07.865615+00:00,,,,0,,16.56
DOOR-B1,Cold Room B,pintu,2026-05-07T08:47:07.866265+00:00,,,,0,,17.33
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:47:07.866729+00:00,,,,,62.47,28.5
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:47:07.867335+00:00,,,,,75.18,22.83
TEMP-A1,Cold Room A,suhu,2026-05-07T08:47:13.767231+00:00,-19.4,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:47:13.767677+00:00,-19.86,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:47:13.768056+00:00,,94.75,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:47:13.768390+00:00,,87.51,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:47:13.768706+00:00,,,8.52,,,12.78
NH3-B1,Cold Room B,amonia,2026-05-07T08:47:13.769950+00:00,,,8.31,,,12.46
DOOR-A1,Cold Room A,pintu,2026-05-07T08:47:13.770582+00:00,,,,0,,19.57
DOOR-B1,Cold Room B,pintu,2026-05-07T08:47:13.771041+00:00,,,,0,,13.16
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:47:13.771480+00:00,,,,,77.33,12.36
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:47:13.771965+00:00,,,,,67.1,28.0
TEMP-A1,Cold Room A,suhu,2026-05-07T08:47:17.870181+00:00,-7.67,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:47:17.871794+00:00,-20.56,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:47:17.874229+00:00,,89.71,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:47:17.877080+00:00,,86.63,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:47:17.879354+00:00,,,6.11,,,9.17
NH3-B1,Cold Room B,amonia,2026-05-07T08:47:17.881864+00:00,,,0.71,,,1.06
DOOR-A1,Cold Room A,pintu,2026-05-07T08:47:17.885587+00:00,,,,0,,11.74
DOOR-B1,Cold Room B,pintu,2026-05-07T08:47:17.886897+00:00,,,,0,,7.72
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:47:17.888812+00:00,,,,,52.18,26.17
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:47:17.889529+00:00,,,,,61.59,22.49
TEMP-A1,Cold Room A,suhu,2026-05-07T08:47:23.772553+00:00,-20.16,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:47:23.773070+00:00,-19.68,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:47:23.773601+00:00,,92.3,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:47:23.774524+00:00,,94.3,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:47:23.774905+00:00,,,7.6,,,11.4
NH3-B1,Cold Room B,amonia,2026-05-07T08:47:23.775249+00:00,,,2.71,,,4.06
DOOR-A1,Cold Room A,pintu,2026-05-07T08:47:23.775665+00:00,,,,1,,189.6
DOOR-B1,Cold Room B,pintu,2026-05-07T08:47:23.776132+00:00,,,,0,,12.0
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:47:23.776419+00:00,,,,,54.23,25.38
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:47:23.776737+00:00,,,,,59.56,15.09
TEMP-A1,Cold Room A,suhu,2026-05-07T08:47:27.893589+00:00,-18.18,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:47:27.893922+00:00,-21.33,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:47:27.894864+00:00,,91.76,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:47:27.897033+00:00,,86.06,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:47:27.900245+00:00,,,1.31,,,1.97
NH3-B1,Cold Room B,amonia,2026-05-07T08:47:27.902684+00:00,,,1.37,,,2.06
DOOR-A1,Cold Room A,pintu,2026-05-07T08:47:27.903681+00:00,,,,0,,14.33
DOOR-B1,Cold Room B,pintu,2026-05-07T08:47:27.909918+00:00,,,,0,,8.84
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:47:27.910355+00:00,,,,,60.43,21.57
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:47:27.910858+00:00,,,,,74.59,16.67
TEMP-A1,Cold Room A,suhu,2026-05-07T08:47:33.778361+00:00,-18.23,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:47:33.779029+00:00,-19.5,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:47:33.779772+00:00,,93.1,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:47:33.780149+00:00,,86.59,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:47:33.780535+00:00,,,2.83,,,4.25
NH3-B1,Cold Room B,amonia,2026-05-07T08:47:33.780955+00:00,,,4.11,,,6.17
DOOR-A1,Cold Room A,pintu,2026-05-07T08:47:33.781282+00:00,,,,0,,10.15
DOOR-B1,Cold Room B,pintu,2026-05-07T08:47:33.781577+00:00,,,,0,,6.3
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:47:33.781958+00:00,,,,,13.77,165.72
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:47:33.782250+00:00,,,,,51.1,29.0
TEMP-A1,Cold Room A,suhu,2026-05-07T08:47:37.914963+00:00,-21.92,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:47:37.915963+00:00,-18.25,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:47:37.916812+00:00,,91.28,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:47:37.917438+00:00,,89.14,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:47:37.918651+00:00,,,2.01,,,3.01
NH3-B1,Cold Room B,amonia,2026-05-07T08:47:37.919134+00:00,,,5.57,,,8.36
DOOR-A1,Cold Room A,pintu,2026-05-07T08:47:37.921224+00:00,,,,1,,187.03
DOOR-B1,Cold Room B,pintu,2026-05-07T08:47:37.922184+00:00,,,,0,,14.19
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:47:37.922832+00:00,,,,,65.7,28.08
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:47:37.923298+00:00,,,,,61.59,11.01
TEMP-A1,Cold Room A,suhu,2026-05-07T08:47:43.783483+00:00,-21.79,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:47:43.784159+00:00,-21.45,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:47:43.784543+00:00,,88.8,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:47:43.785029+00:00,,92.97,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:47:43.785411+00:00,,,9.38,,,14.07
NH3-B1,Cold Room B,amonia,2026-05-07T08:47:43.785734+00:00,,,1.91,,,2.86
DOOR-A1,Cold Room A,pintu,2026-05-07T08:47:43.786107+00:00,,,,0,,9.07
DOOR-B1,Cold Room B,pintu,2026-05-07T08:47:43.786386+00:00,,,,0,,16.29
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:47:43.786667+00:00,,,,,62.81,21.29
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:47:43.786935+00:00,,,,,71.62,21.34
TEMP-A1,Cold Room A,suhu,2026-05-07T08:47:47.924572+00:00,-19.01,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:47:47.927505+00:00,-21.49,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:47:47.928440+00:00,,88.96,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:47:47.929846+00:00,,90.35,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:47:47.931093+00:00,,,6.21,,,9.31
NH3-B1,Cold Room B,amonia,2026-05-07T08:47:47.933410+00:00,,,5.25,,,7.88
DOOR-A1,Cold Room A,pintu,2026-05-07T08:47:47.934105+00:00,,,,0,,6.61
DOOR-B1,Cold Room B,pintu,2026-05-07T08:47:47.935702+00:00,,,,0,,9.13
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:47:47.936656+00:00,,,,,74.95,14.63
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:47:47.937189+00:00,,,,,57.17,17.76
TEMP-A1,Cold Room A,suhu,2026-05-07T08:47:53.787787+00:00,-19.66,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:47:53.788482+00:00,-20.09,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:47:53.789471+00:00,,85.52,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:47:53.789868+00:00,,62.01,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:47:53.790246+00:00,,,2.76,,,4.14
NH3-B1,Cold Room B,amonia,2026-05-07T08:47:53.790498+00:00,,,4.81,,,7.21
DOOR-A1,Cold Room A,pintu,2026-05-07T08:47:53.790965+00:00,,,,0,,5.4
DOOR-B1,Cold Room B,pintu,2026-05-07T08:47:53.791338+00:00,,,,0,,10.22
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:47:53.791609+00:00,,,,,61.23,15.29
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:47:53.791882+00:00,,,,,51.26,11.49
TEMP-A1,Cold Room A,suhu,2026-05-07T08:47:57.942990+00:00,-19.87,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:47:57.944079+00:00,-7.95,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:47:57.944491+00:00,,86.49,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:47:57.954675+00:00,,89.99,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:47:57.960907+00:00,,,3.52,,,5.28
NH3-B1,Cold Room B,amonia,2026-05-07T08:47:57.969818+00:00,,,9.16,,,13.74
DOOR-A1,Cold Room A,pintu,2026-05-07T08:47:57.971468+00:00,,,,0,,17.67
DOOR-B1,Cold Room B,pintu,2026-05-07T08:47:57.971953+00:00,,,,0,,17.48
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:47:57.977788+00:00,,,,,55.58,15.62
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:47:57.983877+00:00,,,,,69.85,21.82
TEMP-A1,Cold Room A,suhu,2026-05-07T08:48:03.792729+00:00,-19.84,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:48:03.793097+00:00,-19.98,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:48:03.793424+00:00,,87.67,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:48:03.793755+00:00,,87.83,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:48:03.794015+00:00,,,6.28,,,9.42
NH3-B1,Cold Room B,amonia,2026-05-07T08:48:03.794286+00:00,,,1.84,,,2.76
DOOR-A1,Cold Room A,pintu,2026-05-07T08:48:03.794594+00:00,,,,0,,19.86
DOOR-B1,Cold Room B,pintu,2026-05-07T08:48:03.794910+00:00,,,,0,,13.67
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:48:03.795273+00:00,,,,,59.74,18.11
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:48:03.795613+00:00,,,,,59.12,17.23
TEMP-A1,Cold Room A,suhu,2026-05-07T08:48:07.989752+00:00,-21.96,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:48:07.991030+00:00,-18.15,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:48:07.995251+00:00,,86.78,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:48:07.997697+00:00,,88.91,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:48:07.998356+00:00,,,8.9,,,13.35
NH3-B1,Cold Room B,amonia,2026-05-07T08:48:07.998904+00:00,,,1.17,,,1.75
DOOR-A1,Cold Room A,pintu,2026-05-07T08:48:08.000294+00:00,,,,0,,18.82
DOOR-B1,Cold Room B,pintu,2026-05-07T08:48:08.005502+00:00,,,,0,,15.69
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:48:08.006231+00:00,,,,,71.4,13.77
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:48:08.007679+00:00,,,,,71.51,19.97
TEMP-A1,Cold Room A,suhu,2026-05-07T08:48:13.796606+00:00,-18.14,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:48:13.796993+00:00,-18.12,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:48:13.797387+00:00,,92.82,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:48:13.797724+00:00,,92.63,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:48:13.798066+00:00,,,7.99,,,11.98
NH3-B1,Cold Room B,amonia,2026-05-07T08:48:13.798372+00:00,,,6.5,,,9.75
DOOR-A1,Cold Room A,pintu,2026-05-07T08:48:13.798698+00:00,,,,0,,16.66
DOOR-B1,Cold Room B,pintu,2026-05-07T08:48:13.798997+00:00,,,,0,,12.99
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:48:13.799362+00:00,,,,,79.78,18.6
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:48:13.799702+00:00,,,,,66.72,28.97
TEMP-A1,Cold Room A,suhu,2026-05-07T08:48:18.013154+00:00,-20.85,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:48:18.013409+00:00,-19.28,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:48:18.013711+00:00,,90.81,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:48:18.013918+00:00,,94.8,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:48:18.014734+00:00,,,8.21,,,12.32
NH3-B1,Cold Room B,amonia,2026-05-07T08:48:18.015176+00:00,,,3.69,,,5.54
DOOR-A1,Cold Room A,pintu,2026-05-07T08:48:18.015398+00:00,,,,0,,16.53
DOOR-B1,Cold Room B,pintu,2026-05-07T08:48:18.015885+00:00,,,,0,,6.36
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:48:18.016090+00:00,,,,,69.39,17.22
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:48:18.016296+00:00,,,,,75.93,22.22
TEMP-A1,Cold Room A,suhu,2026-05-07T08:48:23.800633+00:00,-21.88,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:48:23.801236+00:00,-21.67,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:48:23.801567+00:00,,94.65,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:48:23.802026+00:00,,91.96,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:48:23.802534+00:00,,,4.15,,,6.23
NH3-B1,Cold Room B,amonia,2026-05-07T08:48:23.803003+00:00,,,1.16,,,1.74
DOOR-A1,Cold Room A,pintu,2026-05-07T08:48:23.803469+00:00,,,,0,,13.03
DOOR-B1,Cold Room B,pintu,2026-05-07T08:48:23.803931+00:00,,,,0,,15.43
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:48:23.804210+00:00,,,,,74.02,28.41
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:48:23.804556+00:00,,,,,50.97,13.68
TEMP-A1,Cold Room A,suhu,2026-05-07T08:48:28.018922+00:00,-18.16,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:48:28.019970+00:00,-19.98,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:48:28.021433+00:00,,91.73,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:48:28.024672+00:00,,92.92,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:48:28.026175+00:00,,,5.89,,,8.83
NH3-B1,Cold Room B,amonia,2026-05-07T08:48:28.027022+00:00,,,2.96,,,4.44
DOOR-A1,Cold Room A,pintu,2026-05-07T08:48:28.029514+00:00,,,,0,,19.15
DOOR-B1,Cold Room B,pintu,2026-05-07T08:48:28.031651+00:00,,,,0,,15.18
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:48:28.033933+00:00,,,,,73.01,17.02
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:48:28.036214+00:00,,,,,56.35,23.88
TEMP-A1,Cold Room A,suhu,2026-05-07T08:48:33.805346+00:00,-19.24,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:48:33.805832+00:00,-18.93,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:48:33.806184+00:00,,91.03,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:48:33.806547+00:00,,87.55,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:48:33.806812+00:00,,,9.01,,,13.52
NH3-B1,Cold Room B,amonia,2026-05-07T08:48:33.807131+00:00,,,1.59,,,2.39
DOOR-A1,Cold Room A,pintu,2026-05-07T08:48:33.807436+00:00,,,,0,,12.23
DOOR-B1,Cold Room B,pintu,2026-05-07T08:48:33.807729+00:00,,,,0,,10.38
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:48:33.808114+00:00,,,,,79.35,26.91
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:48:33.808437+00:00,,,,,65.86,19.47
TEMP-A1,Cold Room A,suhu,2026-05-07T08:48:38.041202+00:00,-21.49,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:48:38.045951+00:00,-20.76,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:48:38.047065+00:00,,93.62,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:48:38.050757+00:00,,93.31,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:48:38.053494+00:00,,,8.73,,,13.1
NH3-B1,Cold Room B,amonia,2026-05-07T08:48:38.059696+00:00,,,3.81,,,5.71
DOOR-A1,Cold Room A,pintu,2026-05-07T08:48:38.061846+00:00,,,,0,,6.11
DOOR-B1,Cold Room B,pintu,2026-05-07T08:48:38.130334+00:00,,,,0,,17.53
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:48:38.165206+00:00,,,,,61.28,12.32
PRESS-B1,Cold Room B,tekanan,2026-05-07T08:48:38.214438+00:00,,,,,54.05,14.0
TEMP-A1,Cold Room A,suhu,2026-05-07T08:48:43.809396+00:00,-18.03,,,,,
TEMP-B1,Cold Room B,suhu,2026-05-07T08:48:43.809770+00:00,-19.14,,,,,
HUM-A1,Cold Room A,kelembapan,2026-05-07T08:48:43.810135+00:00,,85.18,,,,
HUM-B1,Cold Room B,kelembapan,2026-05-07T08:48:43.810555+00:00,,87.7,,,,
NH3-A1,Cold Room A,amonia,2026-05-07T08:48:43.810896+00:00,,,7.97,,,11.96
NH3-B1,Cold Room B,amonia,2026-05-07T08:48:43.811206+00:00,,,6.69,,,10.04
DOOR-A1,Cold Room A,pintu,2026-05-07T08:48:43.811449+00:00,,,,0,,6.35
DOOR-B1,Cold Room B,pintu,2026-05-07T08:48:43.811736+00:00,,,,0,,9.67
PRESS-A1,Cold Room A,tekanan,2026-05-07T08:48:43.811961+00:00,,,,,13.58,186.16
